smiles,DFT_hf
NC1=CN=CN=C1,36.43646546
NC1=NC=CC=C1,22.00402641
NC1=NC=CC=N1,25.31950716
NC1=NC=CN=C1,33.92454493
NC1=NC=NC=C1,27.12045942
OC1=CC=CC=C1,-22.04028404
OC1=CC=NC=C1,-13.87101731
OC1=CN=CC=C1,-11.17398148
OC1=CN=CC=N1,-7.854108166
OC1=CN=CN=C1,-2.468821637
OC1=NC=CC=C1,-20.87590586
OC1=NC=CN=C1,-7.854108166
OC1=NC=NC=N1,-9.470224578
CC1=C(C)C=CO1,-28.27697366
CC1=C(C)N=CN1,7.757178027
CC1=C(C)N=CO1,-28.79243841
CC1=C(N)C=CN1,19.95219765
CC1=C(N)C=CO1,-15.82871964
CC1=C(N)N=CO1,-18.30264154
CC1=C(N)NC=C1,18.74863443
CC1=C(N)OC=C1,-17.17598254
CC1=C(N)OC=N1,-17.40467545
CC1=C(O)C=CN1,-20.66368034
CC1=C(O)C=CO1,-55.42238466
CC1=C(O)N=CO1,-59.65019561
CC1=C(O)NC=C1,-21.10732956
NC1=C(N)C=CO1,-6.250066576
NC1=C(N)N=CO1,-6.779336534
NC1=C(O)C=CN1,-8.85548602
NC1=C(O)C=CO1,-43.27157015
NC1=C(O)N=CN1,-12.38676143
NC1=C(O)N=CO1,-46.65726335
NC1=C(O)NC=C1,-10.62067024
NC1=C(O)NC=N1,-10.88262116
NC1=C(O)OC=C1,-43.99320608
OC1=C(O)C=CN1,-47.96534121
OC1=C(O)N=CN1,-50.07468009
CC1=CNC=C1C,8.088154983
CC1=CNC=C1N,20.5433116
CC1=CNC=C1O,-19.3264576
CC1=COC=C1C,-26.32039904
CC1=COC=C1N,-14.15640683
NC1=CNC=C1N,32.70416626
NC1=COC=C1N,-2.407198398
OC1=CNC=C1O,-46.44363068
CN1C=CC=C1C,12.16194666
CN1C=CC=C1N,23.44554304
CN1C=CC=C1O,-16.81892964
CN1C=CN=C1C,12.80360943
CN1C=CN=C1O,-21.10196142
CN1C=NC=C1C,13.74487368
CN1C=NC=C1O,-14.17049149
CN1C=CNC1=O,-32.18503421
CN1C=COC1=O,-67.77832617
C#CC1=CC=CN1,80.47488625
C#CC1=CC=CO1,48.54875981
C#CC1=CN=CN1,83.84370531
C#CC1=CN=CO1,51.07232357
C#CC1=NC=CN1,85.27191693
N#CC1=CC=CN1,53.73705451
N#CC1=CC=CO1,23.58364242
N#CC1=CN=CN1,58.3163394
N#CC1=CN=CO1,27.4958847
N#CC1=NC=CN1,60.35574527
N#CC1=NC=CO1,30.12577701
C#CC1=CNC=C1,81.46760628
C#CC1=CNC=N1,85.34847309
C#CC1=COC=C1,49.41472292
N#CC1=CNC=C1,53.07001192
N#CC1=CNC=N1,58.38034536
N#CC1=COC=C1,22.74905478
N#CC1=COC=N1,27.24927347
O=CC1=CC=CN1,-7.865123888
O=CC1=CN=CN1,-2.867917679
O=CC1=CN=CO1,-35.4736369
O=CC1=NC=CN1,-0.297638767
O=CC1=NC=CO1,-32.75714828
O=CC1=COC=C1,-37.51527337
O=CC1=COC=N1,-33.41289571
O=CN1C=CC=C1,-9.905784782
O=CN1C=CN=C1,-4.319974662
CN=C1NC=CO1,-3.782699222
CN=C1OC=CO1,-39.10114202
CCC1=CC=CO1,-25.17268416
CCC1=CN=CO1,-23.63744786
CCC1=NC=CN1,11.03466015
CCC1=NC=CO1,-24.70421401
CNC1=CC=CN1,26.78640361
CNC1=CC=CO1,-9.805255954
CNC1=CN=CO1,-7.887238862
CNC1=NC=CO1,-13.74504004
COC1=CC=CN1,-9.299483297
COC1=CN=CN1,-9.597829759
COC1=CN=CO1,-44.4305802
COC1=NC=CN1,-15.73863773
COC1=NC=CO1,-50.71069527
NCC1=NC=CO1,-10.98462575
OCC1=CC=CN1,-16.70786045
OCC1=CC=CO1,-50.62570204
OCC1=CN=CN1,-11.25319982
OCC1=CN=CO1,-48.46232874
CCC1=CNC=C1,11.42148545
CCC1=CNC=N1,11.80273177
CCC1=COC=C1,-22.39909217
CNC1=CNC=C1,27.54569011
CNC1=CNC=N1,25.55746056
CNC1=COC=N1,-9.230109192
COC1=CNC=C1,-10.50053648
COC1=CNC=N1,-12.44295783
COC1=COC=C1,-44.18180699
COC1=COC=N1,-45.82741635
OCC1=CNC=C1,-15.91531596
OCC1=CNC=N1,-13.97847358
OCC1=COC=C1,-48.94711413
OCC1=COC=N1,-48.10653085
CCN1C=CC=C1,14.12605139
CCN1C=CN=C1,16.29695481
C1CC2=CC=CN12,60.86157663
C1CC2=CN=CN12,64.89304571
C1CC2=NC=CN12,63.99696215
CC#CC(C)(C)O,-12.0111726
CC(C)(C)CC#C,22.61415165
CC(C)(C)CC#N,-6.43040501
CC(C)(O)CC#C,-8.211602576
CC(C)(C)CC=O,-62.23816069
CC(C)(C)NC=O,-70.63639978
CC(C)(C)OC=O,-107.7708551
CC(C)(O)CC=O,-95.32294911
CC(C)(C)CCO,-76.28546105
CC(C)(O)CCO,-109.4568458
CCCC(C)(C)C,-49.80897517
CCCC(C)(C)O,-82.84858291
CCOC(C)(C)C,-78.40456063
COCC(C)(C)C,-74.4594084
COCC(C)(C)O,-105.9020045
CC(=O)C(C)(C)C,-69.71305385
CC(=O)C(C)(C)O,-102.6773605
CC(C)(C)C(N)=O,-75.18647116
CC(C)(O)C(N)=O,-102.3770629
CC(C)C(C)(C)C,-47.77458937
CC(C)C(C)(C)O,-81.54148062
CC(O)C(C)(C)C,-80.29022668
CC(O)C(C)(C)O,-113.2325704
CC(=N)NC(C)=O,-50.70082972
CC(=N)NC(N)=O,-50.48399088
CC(=N)OC(C)=O,-87.14376954
CC(=O)CC(N)=O,-97.43869039
CC(=O)NC(C)=O,-99.76298558
CC(=O)NC(N)=O,-99.8473513
NC(=O)CC(N)=O,-103.7040247
NC(=O)NC(N)=O,-100.0415312
CC(C)CC(C)=O,-71.21907665
CC(C)CC(N)=O,-76.33669608
CC(C)NC(C)=O,-76.10577258
CC(C)NC(N)=O,-75.36810086
CC(C)OC(C)=O,-118.7566639
CC(C)OC(N)=O,-119.6448693
CC(O)CC(C)=O,-100.4415441
CC(O)CC(N)=O,-110.5434715
CC(C)CC(C)C,-49.86733355
CC(C)OC(C)C,-79.91685853
CC1(C)CC(=N)O1,-32.98281954
CC1(C)CC(=O)C1,-37.54453415
CC1(C)CC(=O)N1,-44.73418994
CC1(C)CC(=O)O1,-89.79346271
CC1(O)CC(=O)C1,-68.41233151
CC1(C)CC(O)C1,-47.07376611
CC1(O)CC(O)C1,-78.56091535
CC1CC(C)(C)C1,-17.52248368
CC1CC(C)(C)O1,-51.83844575
CC1CC(C)(O)C1,-49.66349782
CN1CC(C)(O)C1,-29.22767538
CC1(C)CC1(C)C,-14.69429837
CC1(C)CC1(C)O,-46.18960523
CC1(C)OC1(C)C,-50.44349213
CC1(O)CC1(C)O,-77.71754258
CC12CC(C)(C1)C2,30.2603549
CC12CC(C)(C1)O2,4.551940654
CC12CC(O)(C1)C2,-0.621875174
OC12CC(O)(C1)C2,-29.5324704
CC(C)(C#C)C#C,101.3362188
CC(C)(C#C)C#N,73.52095328
CC(C)(C#N)C#N,47.87373305
CC(N)(C#C)C#N,86.85964327
CC(N)(C#N)C#N,61.96857199
CC(O)(C#C)C#C,72.85044753
CC(O)(C#C)C#N,46.22493999
CC(O)(C#N)C#N,22.1057054
CC(C)(C=O)C#C,11.39794199
CC(O)(C=O)C#C,-16.57578155
CC(O)(C=O)C#N,-41.79002022
CC(C)(C=O)C=O,-75.148646
CC(O)(C=O)C=O,-108.9732681
CC(C)(CO)C#C,-3.837233851
CC(C)(CO)C#N,-32.6100789
CC(N)(CN)C#N,20.55633716
CC(N)(CO)C#N,-23.59869442
CC(O)(CO)C#N,-61.73151732
CCC(C)(C)C#C,25.1078744
CCC(C)(C)C#N,-4.097324689
CCC(C)(N)C#N,9.078212833
CCC(C)(O)C#C,-6.222397461
CCC(C)(O)C#N,-34.07970614
COC(C)(C)C#C,3.643934408
COC(C)(C)C#N,-24.31503081
CC(C)(CO)C=O,-91.17197377
CC(O)(CO)C=O,-123.3098504
CCC(C)(C)C=O,-62.83178468
CCC(C)(O)C=O,-93.895365
COC(C)(C)C=O,-86.71163624
CC(C)(CO)CO,-104.881674
CC(O)(CO)CO,-141.208804
CCC(C)(C)CC,-47.66979529
CCC(C)(C)CO,-76.81382405
CCC(C)(C)OC,-74.36214443
CCC(C)(O)CC,-81.93492908
CCC(C)(O)CO,-111.6142234
COC(C)(C)CO,-102.2957074
CC#CCC(C)=O,-0.227926515
CC#CCC(N)=O,-4.478955318
CC#CCC(C)C,16.89189252
CC(=O)C#CC#C,70.74251581
NC(=O)C#CC#C,66.39359552
NC(=O)C#CC#N,45.32531212
CC(=O)C#CC=O,-7.044039557
NC(=O)C#CC=O,-11.55297476
CC(=N)OCC#C,19.76173667
CC(=O)CCC#C,3.851512744
CC(=O)CCC#N,-24.72743186
CC(=O)OCC#C,-36.53058365
CC(=O)OCC#N,-62.56497724
NC(=O)CCC#C,-1.083501413
NC(=O)CCC#N,-29.8525814
NC(=O)NCC#C,3.910567248
NC(=O)NCC#N,-23.48489444
NC(=O)OCC#N,-63.82843331
CC(=N)OCC=O,-68.04991047
CC(=O)CCC=O,-82.45599412
CC(=O)CNC=O,-89.54148334
CC(=O)COC=N,-65.06171023
CC(=O)COC=O,-121.0565911
CC(=O)OCC=O,-124.2788523
NC(=O)CCC=O,-87.59369385
NC(=O)CNC=O,-94.72938382
NC(=O)COC=N,-69.8059615
NC(=O)COC=O,-125.9119115
NC(=O)OCC=O,-125.517208
CC(C)C#CC#C,86.39584514
CC(C)C#CC#N,62.44352807
CC(O)C#CC#C,59.03457087
CC(O)C#CC#N,36.08250394
CC(C)C#CC=O,7.24571163
CC(O)C#CC=O,-19.99445331
CC(C)CCC#C,24.50923034
CC(C)CCC#N,-4.456887633
CC(C)NCC#N,13.37288785
CC(C)OCC#C,1.013414584
CC(C)OCC#N,-26.25403517
CC(O)CCC#C,-6.72503257
CC(O)CCC#N,-35.78276693
CC(C)CCC=O,-62.10199113
CC(C)CNC=O,-68.74006607
CC(C)COC=O,-105.0618966
CC(C)OCC=O,-87.8913541
CC(O)CCC=O,-93.29170086
CC(O)CNC=O,-100.3834652
CC(O)COC=N,-78.08303256
CC(O)COC=O,-134.5215626
CN=CNC(C)=O,-45.77990022
CN=CNC(N)=O,-45.71805623
CN=COC(C)=O,-81.70639972
CN=COC(C)C,-49.05697558
CC(=O)C#CCO,-22.67642891
CCC#CC(C)=O,-0.456967483
CCC#CC(N)=O,-4.701093681
NC(=O)C#CCO,-26.72288962
CC(O)C#CCO,-35.47812291
CCC#CC(C)C,17.80303631
CCC#CC(C)O,-10.49761968
COC=NC(C)C,-46.20933747
CC(=N)OCCO,-84.85386006
CC(=O)CCCO,-96.92184332
CC(=O)NCCO,-102.4824844
CC(=O)OCCO,-143.002981
CCCCC(C)=O,-70.63110025
CCCCC(N)=O,-75.43496492
CCCNC(C)=O,-74.15986562
CCCNC(N)=O,-73.0061551
CCCOC(C)=O,-115.4189408
CCCOC(N)=O,-116.0398272
CCOCC(C)=O,-91.91745506
CCOCC(N)=O,-95.90492987
COCCC(C)=O,-92.6930568
COCCC(N)=O,-97.67325164
NC(=O)CCCO,-101.6435042
NC(=O)NCCO,-101.3764646
NC(=O)OCCO,-143.6634004
CC(C)CCCO,-76.70149985
CC(C)OCCO,-106.7321995
CC(O)CCCO,-107.3822994
CCCCC(C)O,-80.97546705
CCCOC(C)C,-77.71869275
CCOCC(C)C,-76.84143447
CCOCC(C)O,-107.7355872
COCCC(C)C,-72.11503291
COCCC(C)O,-103.1403352
CC1(C)CCC1=O,-37.57528212
CC1(C)CNC1=O,-42.31074826
CC1(C)COC1=N,-27.46261847
CC1(C)COC1=O,-84.05928089
CC1(C)OCC1=O,-65.83515
CC1(N)COC1=O,-70.7864794
CC1(O)CCC1=O,-67.25206645
CC1(O)CNC1=O,-71.56647371
CC1(O)COC1=O,-112.3800172
CC1(C)CCC1O,-46.82966492
CC1(C)OCC1O,-76.62755858
CC1(O)CCC1O,-78.83011692
CC1CCC1(C)C,-16.51846848
CC1CCC1(C)O,-49.05293108
CC1COC1(C)C,-47.46093947
CC1OCC1(C)C,-45.41023843
CC1OCC1(C)O,-76.67838685
CC1(C)CC1C#C,56.97769958
CC1(C)CC1C#N,28.24438763
CC1(C)NC1C#C,71.09701139
CC1(C)OC1C#C,27.17917841
CC1(C)OC1C#N,0.840442714
CC1(O)CC1C#C,27.8788515
CC1(O)CC1C#N,-0.41018372
CC1(C)CC1C=O,-30.42481137
CC1(C)CN1C=O,-24.9218325
CC1(O)CC1C=O,-59.05051728
CC1(C)CC1CO,-40.96558864
CC1(C)NC1CO,-31.7057104
CC1(C)OC1CO,-75.59656047
CC1(O)CC1CO,-70.51498854
CCC1CC1(C)C,-14.80348502
CCC1CC1(C)O,-44.52670505
CCC1OC1(C)C,-48.60112424
CCN1CC1(C)C,1.675890019
COC1CC1(C)C,-37.9246776
COC1CC1(C)O,-67.04988108
CC1(C)CC=CC1,-3.817176003
CC1(C)CN=CO1,-40.0874821
CC1(O)CC=CC1,-35.23529919
CC1(C)CCC=C1,-3.746267429
CC1(C)COC=N1,-37.51281062
CC1(C)OCC=C1,-33.42681681
CC1(O)CCC=C1,-35.06085155
CC1(C)CCCC1,-31.23795883
CC1(C)CCOC1,-57.98552881
CC1(C)COCO1,-91.34140133
CC1(C)OCCO1,-94.61323587
CC1(O)CCCC1,-64.2668989
CC1(O)CCOC1,-88.7497871
CC1(C)C(O)C1O,-72.1176478
CC1(O)C(O)C1O,-101.189513
CC1C(C)C1(C)C,-14.32469527
CC1C(C)C1(C)O,-44.44261878
CC1C(O)C1(C)C,-43.8690751
CC1C(O)C1(C)O,-73.72469963
CC1N(C)C1(C)C,3.586656446
O=C(CC#C)C#C,85.49212661
O=C(CC#N)C#C,58.78065027
O=CC(=O)CC#C,-0.202303479
N=C(NC=O)C#C,38.3682416
N=C(OC=O)C#N,-23.0059301
N=CNC(=N)C#N,61.14500008
N=CNC(=O)C#C,39.45571557
N=COC(=O)C#C,-1.514077783
N=COC(=O)C#N,-22.26672391
O=CNC(=O)C#C,-13.72353012
N=C(NC=O)C=O,-47.02812147
N=CNC(=N)C=O,-1.382754834
N=CNC(=O)C=O,-42.62551482
N=COC(=O)C=O,-85.02665734
CC#CC(=O)C#C,78.84491847
CC#CC(=O)C=O,-3.918414737
CC#CC(C)C#C,95.32405031
CC#CC(C)C#N,67.14106419
CC#CC(N)C#N,82.39240314
CC#CC(O)C#C,69.08413551
CC#CC(O)C#N,42.22519444
CC#CC(O)C=O,-23.00712642
CC(CC#C)C#C,98.82743584
CC(CC#C)C#N,70.68963041
CC(CC#N)C#C,70.67268766
CC(CC#N)C#N,43.82253172
NC(CC#C)C#N,85.09634158
NC(CC#N)C#C,84.39290343
NC(CC#N)C#N,58.27756111
OC(CC#C)C#C,72.24992094
OC(CC#C)C#N,45.70410711
OC(CC#N)C#C,44.36876689
OC(CC#N)C#N,19.31328813
CC(CC#C)C=O,12.66362865
CC(CC#N)C=O,-17.48095216
CN(CC#C)C=O,12.03709472
CN(CC#N)C=O,-14.28595323
OC(CC#C)C=O,-19.9605678
OC(CC#N)C=O,-45.58833523
CC(CC=O)C#C,13.04013435
CC(CC=O)C#N,-14.68476983
CC(NC=O)C#C,7.040236574
CC(NC=O)C#N,-19.90216326
CC(OC=N)C#C,27.26486776
CC(OC=N)C#N,1.290715085
CC(OC=O)C#C,-28.34848728
CC(OC=O)C#N,-53.56335346
OC(CC=O)C#C,-14.359418
CC(CC=O)C=O,-73.55163432
CC(NC=O)C=O,-81.30542115
CC(OC=N)C=O,-60.76264265
CC(OC=O)C=O,-116.4475338
CN(CC=O)C=O,-75.38863407
OC(CC=O)C=O,-105.6449577
CN=C(C)NC=O,-40.14298238
CN=C(C)OC=O,-76.80115796
CN=C(N)NC=O,-41.46605186
CN=CN(C)C=O,-37.58713619
CCC(=O)C#CC,-1.31351795
CNC(=O)C#CC,-2.374915965
COC(=O)C#CC,-40.26363767
CCC(=O)CC#C,6.390416181
CCC(=O)CC#N,-21.15188273
CNC(=O)CC#C,1.417123944
CNC(=O)CC#N,-25.93064703
COC(=O)CC#C,-34.76853698
COC(=O)CC#N,-61.90671977
OCC(=O)CC#N,-42.99107341
CCC(=N)NC=O,-44.04232642
CCC(=O)CC=O,-81.86801772
CCC(=O)NC=N,-48.35331668
CCC(=O)NC=O,-93.68179102
CCC(=O)OC=N,-84.28483626
CNC(=O)CC=O,-84.2151827
CNC(=O)NC=N,-47.88798408
CNC(=O)NC=O,-89.94085883
CNC(=O)OC=N,-83.1618737
COC(=N)NC=O,-72.19991024
COC(=O)CC=O,-122.9491597
COC(=O)NC=N,-78.18195831
COC(=O)NC=O,-132.1819864
NCC(=O)NC=O,-80.43722745
NCC(=O)OC=N,-70.56211045
OCC(=N)NC=O,-73.32440727
OCC(=O)CC=O,-104.4037439
OCC(=O)NC=O,-115.011444
OCC(=O)OC=N,-106.4647646
CC#CC(C)CO,-9.784768892
CC#CC(O)CO,-40.48564872
CCC(C)C#CC,18.22346768
COC(C)C#CC,-2.772977739
CC(CO)CC#C,-2.996998631
CC(CO)CC#N,-31.78364888
CCC(C)CC#N,-4.629452745
CCC(O)CC#C,-5.418557791
CCC(O)CC#N,-34.02825036
CCN(C)CC#N,18.64836022
COC(C)CC#C,0.798178825
COC(C)CC#N,-28.20872726
OCC(O)CC#C,-36.20854397
OCC(O)CC#N,-60.93458025
CC(CO)OC=N,-79.68882937
CC(CO)OC=O,-135.5249503
CCC(C)CC=O,-61.83027951
CCC(C)NC=O,-69.92292148
CCC(C)OC=O,-107.8279584
CCC(O)CC=O,-92.46401583
COC(C)CC=O,-86.42109935
OCC(O)CC=O,-121.4938379
CCN=C(N)C#N,36.89530221
CCN=C(N)C=O,-30.21703711
CCCC(=O)C#C,7.477890145
CCNC(=N)C#N,33.31034044
CCOC(=N)C#C,19.17125023
CCOC(=N)C#N,-4.91472636
CCOC(=O)C#C,-34.74155407
CCOC(=O)C#N,-57.61957487
CNCC(=O)C#N,2.513731101
COCC(=O)C#C,-10.25299583
COCC(=O)C#N,-33.21573042
OCCC(=O)C#C,-18.82414809
OCCC(=O)C#N,-41.97764556
CCCC(=O)C=O,-78.03895475
CCNC(=N)C=O,-27.67499613
CCNC(=O)C=O,-84.895403
CCOC(=N)C=O,-68.37496039
CCOC(=O)C=O,-119.6051616
COCC(=O)C=O,-95.63241615
OCCC(=O)C=O,-99.82668965
CCC(=O)CCO,-97.71501533
CCC(=O)COC,-88.84579605
CCCC(=O)CO,-93.51132919
CCCC(=O)OC,-112.7037072
CCNC(=O)CC,-74.36192368
CCNC(=O)NC,-69.04029506
CCNC(=O)OC,-111.7784102
CCOC(=N)CC,-58.85679144
CCOC(=N)CO,-85.36339778
CCOC(=O)CC,-115.993112
CCOC(=O)CN,-102.6136339
CCOC(=O)CO,-138.2602642
CNC(=O)COC,-89.58465418
CNCC(=O)OC,-94.5658246
COC(=N)CCO,-81.36929981
COC(=O)CCO,-139.1990184
COCC(=N)OC,-72.3124552
COCC(=O)CO,-110.7646804
COCC(=O)OC,-130.2055523
OCCC(=O)CO,-120.1497125
CC(CCO)C#C,-1.299585434
CC(CCO)C#N,-30.02473976
CCCC(C)C#C,24.84745796
CCCC(C)C#N,-4.185176019
CCCC(N)C#N,8.172089115
CCCC(O)C#C,-3.975285941
CCCC(O)C#N,-31.3820428
CCNC(C)C#N,13.36786777
CCOC(C)C#C,0.98015658
CNCC(O)C#N,-14.83426923
COCC(C)C#C,1.511657127
COCC(C)C#N,-26.93927554
COCC(N)C#N,-12.65869379
COCC(O)C#C,-24.38814752
COCC(O)C#N,-51.47424703
NC(CCO)C#N,-17.95801152
OCCC(O)C#C,-30.27669667
OCCC(O)C#N,-57.34899097
CC(CCO)C=O,-88.1021973
CCCC(C)C=O,-61.85098733
CCCC(O)C=O,-95.22192008
CCCN(C)C=O,-65.40924564
CCOC(C)C=O,-88.62365769
CN(CCO)C=O,-92.98638318
COCC(C)C=O,-85.8237103
COCC(O)C=O,-116.5647507
OCCC(O)C=O,-121.7128387
CC(CO)CCO,-103.5852394
CCC(C)CCO,-75.50107417
CCC(C)COC,-72.49216612
CCC(O)CCO,-107.7989657
CCC(O)COC,-102.7148837
CCCC(C)CC,-48.93861949
CCCC(C)CO,-76.97007391
CCCC(C)OC,-74.6771542
CCCC(O)CC,-81.10096895
CCCC(O)CO,-110.0454497
CCOC(C)CC,-78.01236719
CCOC(C)CO,-106.4862158
COC(C)CCO,-101.5276357
COCC(C)OC,-96.16242952
COCC(O)CO,-133.1848401
OCCC(O)CO,-136.6392798
CC(=O)C(=O)C#C,-6.334953822
CC(=O)C(=O)C#N,-27.86194667
NC(=O)C(=O)C#C,-14.12074364
CC(=O)C(=O)C=O,-87.75667172
NC(=O)C(=O)C=O,-95.16658335
CC(=O)C(O)C#C,-24.15107624
CC(=O)C(O)C#N,-50.51365729
CC(C#C)C(C)=O,4.981657354
CC(C#C)C(N)=O,-1.742386388
CC(C#N)C(C)=O,-22.77587732
NC(=O)C(O)C#C,-30.17105432
NC(=O)C(O)C#N,-56.56312832
NC(C#N)C(N)=O,-14.90495705
CC(C)C(=O)C#C,7.322895298
CC(C)C(=O)C#N,-16.46313175
CC(O)C(=O)C#C,-24.29163837
CC(O)C(=O)C#N,-46.1612514
CN(C)C(=N)C#N,38.97298616
CN(C)C(=O)C#C,9.410967464
CN(C)C(=O)C#N,-15.48951645
CC(C)C(=O)C=O,-77.9165904
CC(O)C(=O)C=O,-108.0596143
CN(C)C(=N)C=O,-19.00846242
CN(C)C(=O)C=O,-75.35663109
CC(C#N)N(C)C,18.90124655
CC(C)C(C)C#N,-4.729226756
CC(C)C(O)C#C,-4.600285403
CC(C)C(O)C#N,-32.26620369
CC(N)C(N)C#N,20.76341529
CC(O)C(C)C#C,-8.157636759
CC(O)C(C)C#N,-36.57656644
CC(O)C(N)C#N,-21.24365126
CC(O)C(O)C#C,-33.50084048
CC(O)C(O)C#N,-60.61894297
CC(C)C(C)C=O,-62.06873312
CC(C)C(O)C=O,-94.68539946
CC(C)N(C)C=O,-66.07440571
CC(O)C(C)C=O,-92.95598328
CC(=O)C(O)C=O,-110.6248731
CC(C=O)C(C)=O,-82.78355408
CC(C=O)C(N)=O,-90.11126196
CN(C=N)C(C)=O,-43.13432017
CN(C=N)C(N)=O,-44.53331829
CN(C=O)C(C)=N,-41.53354343
CN(C=O)C(N)=O,-97.42892969
NC(=O)C(O)C=O,-122.4424115
CN=C(N)C(C)=O,-37.63545442
CN=C(N)C(N)=O,-45.91697674
CC(=O)C(=O)CO,-114.5135495
CCC(=O)C(C)=O,-87.0650514
CCC(=O)C(N)=O,-95.43379754
CNC(=N)C(C)=O,-35.8376397
CNC(=O)C(C)=O,-92.78005987
CNC(=O)C(N)=O,-102.005984
COC(=O)C(N)=O,-132.9670008
NC(=O)C(=O)CO,-118.3974852
CC(C)C(=O)CO,-99.99726738
